   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
225             ,  215 12 36 ,   95 51 52,      4.889,      0.000,      0.000,       -2.804,       -3.974,     -0.500
226             ,  228 36 21 ,  105 39 12,      4.951,      0.000,      0.000,       -3.577,       -3.152,     -1.336
227             ,  228 36 22 ,   92 18 08,      4.758,      0.000,      0.000,       -3.567,       -3.144,     -0.191
228             ,  228 36 34 ,   81 53 57,      4.791,      0.000,      0.000,       -3.559,       -3.136,      0.675
229             ,  228 36 29 ,   72 49 01,      4.953,      0.000,      0.000,       -3.550,       -3.129,      1.463
230             ,  228 36 32 ,   64 48 29,      5.227,      0.000,      0.000,       -3.549,       -3.128,      2.225
231             ,  228 36 31 ,   56 03 40,      5.688,      0.000,      0.000,       -3.540,       -3.120,      3.176
232             ,  228 36 27 ,   48 02 04,      6.327,      0.000,      0.000,       -3.529,       -3.111,      4.231
233             ,  228 26 56 ,   41 42 09,      7.069,      0.000,      0.000,       -3.520,       -3.119,      5.278
234             ,  228 09 16 ,   36 40 16,      7.890,      0.000,      0.000,       -3.510,       -3.144,      6.329
235             ,  228 09 17 ,   32 53 04,      8.663,      0.000,      0.000,       -3.504,       -3.138,      7.275
236             ,  245 45 40 ,   27 07 41,      8.382,      0.000,      0.000,       -3.485,       -1.569,      7.460
237             ,  245 45 42 ,   31 20 27,      7.378,      0.000,      0.000,       -3.499,       -1.575,      6.302
238             ,  246 00 22 ,   37 07 40,      6.371,      0.000,      0.000,       -3.513,       -1.564,      5.079
239             ,  246 00 25 ,   43 54 04,      5.560,      0.000,      0.000,       -3.523,       -1.568,      4.006
240             ,  246 00 27 ,   52 51 35,      4.851,      0.000,      0.000,       -3.533,       -1.572,      2.929
241             ,  246 15 05 ,   65 10 07,      4.263,      0.000,      0.000,       -3.542,       -1.558,      1.790
242             ,  246 32 12 ,   77 45 53,      3.962,      0.000,      0.000,       -3.552,       -1.542,      0.840
243             ,  246 32 11 ,   93 39 36,      3.896,      0.000,      0.000,       -3.567,       -1.548,     -0.249
244             ,  247 00 15 ,  107 38 26,      4.078,      0.000,      0.000,       -3.578,       -1.518,     -1.236
245             ,  252 31 53 ,  108 37 51,      3.957,      0.000,      0.000,       -3.577,       -1.126,     -1.264
246             ,  252 32 03 ,   93 46 11,      3.743,      0.000,      0.000,       -3.563,       -1.121,     -0.246
247             ,  252 32 01 ,   80 47 21,      3.773,      0.000,      0.000,       -3.553,       -1.118,      0.604
248             ,  252 57 12 ,   69 37 17,      3.953,      0.000,      0.000,       -3.543,       -1.086,      1.376
249             ,  252 57 09 ,   57 47 31,      4.375,      0.000,      0.000,       -3.539,       -1.085,      2.332
250             ,  252 57 07 ,   47 11 17,      5.029,      0.000,      0.000,       -3.527,       -1.082,      3.418
251             ,  252 43 08 ,   39 32 51,      5.781,      0.000,      0.000,       -3.514,       -1.093,      4.457
252             ,  252 43 09 ,   33 19 40,      6.675,      0.000,      0.000,       -3.502,       -1.089,      5.577
253             ,  252 32 23 ,   28 58 29,      7.559,      0.000,      0.000,       -3.493,       -1.099,      6.613
254             ,  252 32 23 ,   26 09 32,      8.283,      0.000,      0.000,       -3.483,       -1.096,      7.435
255             ,  270 28 09 ,   25 04 41,      8.206,      0.000,      0.000,       -3.478,        0.028,      7.432
256             ,  270 28 00 ,   30 38 58,      6.850,      0.000,      0.000,       -3.492,        0.028,      5.893
257             ,  270 28 01 ,   39 09 05,      5.557,      0.000,      0.000,       -3.509,        0.029,      4.310
258             ,  270 38 45 ,   49 43 50,      4.620,      0.000,      0.000,       -3.525,        0.040,      2.986
259             ,  270 38 45 ,   63 30 13,      3.954,      0.000,      0.000,       -3.538,        0.040,      1.764
260             ,  270 38 44 ,   73 39 12,      3.692,      0.000,      0.000,       -3.542,        0.040,      1.039
261             ,  270 43 39 ,   86 18 53,      3.556,      0.000,      0.000,       -3.549,        0.045,      0.229
262             ,  270 43 37 ,   98 14 37,      3.593,      0.000,      0.000,       -3.556,        0.045,     -0.515
